Id;Position1F1S1;Position2F1S1;Position3F1S1;Position4F1S1;Position5F1S1;Position6F1S1;Position7F1S1;Position8F1S1;Position9F1S1;Position10F1S1;Position11F1S1;LocationX1F1S1;LocationY1F1S1;LocationX2F1S1;LocationY2F1S1;LocationX3F1S1;LocationY3F1S1;LocationX4F1S1;LocationY4F1S1;LocationX5F1S1;LocationY5F1S1;LocationX6F1S1;LocationY6F1S1;LocationX7F1S1;LocationY7F1S1;LocationX8F1S1;LocationY8F1S1;LocationX9F1S1;LocationY9F1S1;LocationX10F1S1;LocationY10F1S1;LocationX11F1S1;LocationY11F1S1;Position1F2S1;Position2F2S1;Position3F2S1;Position4F2S1;Position5F2S1;Position6F2S1;Position7F2S1;Position8F2S1;Position9F2S1;Position10F2S1;Position11F2S1;LocationX1F2S1;LocationY1F2S1;LocationX2F2S1;LocationY2F2S1;LocationX3F2S1;LocationY3F2S1;LocationX4F2S1;LocationY4F2S1;LocationX5F2S1;LocationY5F2S1;LocationX6F2S1;LocationY6F2S1;LocationX7F2S1;LocationY7F2S1;LocationX8F2S1;LocationY8F2S1;LocationX9F2S1;LocationY9F2S1;LocationX10F2S1;LocationY10F2S1;LocationX11F2S1;LocationY11F2S1;Position1F3S1;Position2F3S1;Position3F3S1;Position4F3S1;Position5F3S1;Position6F3S1;Position7F3S1;Position8F3S1;Position9F3S1;Position10F3S1;Position11F3S1;LocationX1F3S1;LocationY1F3S1;LocationX2F3S1;LocationY2F3S1;LocationX3F3S1;LocationY3F3S1;LocationX4F3S1;LocationY4F3S1;LocationX5F3S1;LocationY5F3S1;LocationX6F3S1;LocationY6F3S1;LocationX7F3S1;LocationY7F3S1;LocationX8F3S1;LocationY8F3S1;LocationX9F3S1;LocationY9F3S1;LocationX10F3S1;LocationY10F3S1;LocationX11F3S1;LocationY11F3S1;AttackingStylesS1;BuildUpS1;AttackingAreaS1;PositioningS1;SupportRangeS1;NumbersInAttackS1;DefensiveStylesS1;ContainmentAreaS1;PressuringS1;DefensiveLineS1;CompactnessS1;NumbersInDefenseS1;FluidS1;AdvancedAtt1S1;AdvancedAtt2S1;AdvancedDef1S1;AdvancedDef2S1;FFS1;Value1S1;Value2S1;Value3S1;Value4S1;Value5S1;Position1F1S2;Position2F1S2;Position3F1S2;Position4F1S2;Position5F1S2;Position6F1S2;Position7F1S2;Position8F1S2;Position9F1S2;Position10F1S2;Position11F1S2;LocationX1F1S2;LocationY1F1S2;LocationX2F1S2;LocationY2F1S2;LocationX3F1S2;LocationY3F1S2;LocationX4F1S2;LocationY4F1S2;LocationX5F1S2;LocationY5F1S2;LocationX6F1S2;LocationY6F1S2;LocationX7F1S2;LocationY7F1S2;LocationX8F1S2;LocationY8F1S2;LocationX9F1S2;LocationY9F1S2;LocationX10F1S2;LocationY10F1S2;LocationX11F1S2;LocationY11F1S2;Position1F2S2;Position2F2S2;Position3F2S2;Position4F2S2;Position5F2S2;Position6F2S2;Position7F2S2;Position8F2S2;Position9F2S2;Position10F2S2;Position11F2S2;LocationX1F2S2;LocationY1F2S2;LocationX2F2S2;LocationY2F2S2;LocationX3F2S2;LocationY3F2S2;LocationX4F2S2;LocationY4F2S2;LocationX5F2S2;LocationY5F2S2;LocationX6F2S2;LocationY6F2S2;LocationX7F2S2;LocationY7F2S2;LocationX8F2S2;LocationY8F2S2;LocationX9F2S2;LocationY9F2S2;LocationX10F2S2;LocationY10F2S2;LocationX11F2S2;LocationY11F2S2;Position1F3S2;Position2F3S2;Position3F3S2;Position4F3S2;Position5F3S2;Position6F3S2;Position7F3S2;Position8F3S2;Position9F3S2;Position10F3S2;Position11F3S2;LocationX1F3S2;LocationY1F3S2;LocationX2F3S2;LocationY2F3S2;LocationX3F3S2;LocationY3F3S2;LocationX4F3S2;LocationY4F3S2;LocationX5F3S2;LocationY5F3S2;LocationX6F3S2;LocationY6F3S2;LocationX7F3S2;LocationY7F3S2;LocationX8F3S2;LocationY8F3S2;LocationX9F3S2;LocationY9F3S2;LocationX10F3S2;LocationY10F3S2;LocationX11F3S2;LocationY11F3S2;AttackingStylesS2;BuildUpS2;AttackingAreaS2;PositioningS2;SupportRangeS2;NumbersInAttackS2;DefensiveStylesS2;ContainmentAreaS2;PressuringS2;DefensiveLineS2;CompactnessS2;NumbersInDefenseS2;FluidS2;AdvancedAtt1S2;AdvancedAtt2S2;AdvancedDef1S2;AdvancedDef2S2;FFS2;Value1S2;Value2S2;Value3S2;Value4S2;Value5S2;Position1F1S3;Position2F1S3;Position3F1S3;Position4F1S3;Position5F1S3;Position6F1S3;Position7F1S3;Position8F1S3;Position9F1S3;Position10F1S3;Position11F1S3;LocationX1F1S3;LocationY1F1S3;LocationX2F1S3;LocationY2F1S3;LocationX3F1S3;LocationY3F1S3;LocationX4F1S3;LocationY4F1S3;LocationX5F1S3;LocationY5F1S3;LocationX6F1S3;LocationY6F1S3;LocationX7F1S3;LocationY7F1S3;LocationX8F1S3;LocationY8F1S3;LocationX9F1S3;LocationY9F1S3;LocationX10F1S3;LocationY10F1S3;LocationX11F1S3;LocationY11F1S3;Position1F2S3;Position2F2S3;Position3F2S3;Position4F2S3;Position5F2S3;Position6F2S3;Position7F2S3;Position8F2S3;Position9F2S3;Position10F2S3;Position11F2S3;LocationX1F2S3;LocationY1F2S3;LocationX2F2S3;LocationY2F2S3;LocationX3F2S3;LocationY3F2S3;LocationX4F2S3;LocationY4F2S3;LocationX5F2S3;LocationY5F2S3;LocationX6F2S3;LocationY6F2S3;LocationX7F2S3;LocationY7F2S3;LocationX8F2S3;LocationY8F2S3;LocationX9F2S3;LocationY9F2S3;LocationX10F2S3;LocationY10F2S3;LocationX11F2S3;LocationY11F2S3;Position1F3S3;Position2F3S3;Position3F3S3;Position4F3S3;Position5F3S3;Position6F3S3;Position7F3S3;Position8F3S3;Position9F3S3;Position10F3S3;Position11F3S3;LocationX1F3S3;LocationY1F3S3;LocationX2F3S3;LocationY2F3S3;LocationX3F3S3;LocationY3F3S3;LocationX4F3S3;LocationY4F3S3;LocationX5F3S3;LocationY5F3S3;LocationX6F3S3;LocationY6F3S3;LocationX7F3S3;LocationY7F3S3;LocationX8F3S3;LocationY8F3S3;LocationX9F3S3;LocationY9F3S3;LocationX10F3S3;LocationY10F3S3;LocationX11F3S3;LocationY11F3S3;AttackingStylesS3;BuildUpS3;AttackingAreaS3;PositioningS3;SupportRangeS3;NumbersInAttackS3;DefensiveStylesS3;ContainmentAreaS3;PressuringS3;DefensiveLineS3;CompactnessS3;NumbersInDefenseS3;FluidS3;AdvancedAtt1S3;AdvancedAtt2S3;AdvancedDef1S3;AdvancedDef2S3;FFS3;Value1S3;Value2S3;Value3S3;Value4S3;Value5S3;IndexPlayer1;IndexPlayer2;IndexPlayer3;IndexPlayer4;IndexPlayer5;IndexPlayer6;IndexPlayer7;IndexPlayer8;IndexPlayer9;IndexPlayer10;IndexPlayer11;IndexPlayer12;IndexPlayer13;IndexPlayer14;IndexPlayer15;IndexPlayer16;IndexPlayer17;IndexPlayer18;IndexPlayer19;IndexPlayer20;IndexPlayer21;IndexPlayer22;IndexPlayer23;IndexPlayer24;IndexPlayer25;IndexPlayer26;IndexPlayer27;IndexPlayer28;IndexPlayer29;IndexPlayer30;IndexPlayer31;IndexPlayer32;IndexPlayer33;IndexPlayer34;IndexPlayer35;IndexPlayer36;IndexPlayer37;IndexPlayer38;IndexPlayer39;IndexPlayer40;Captain;ShortFK;LongFK;RightCorner;LeftCorner;Penalty;SecondKicker;Header1;Header2;Header3;AutoSubstitutions;OffsideTrap;SwitchTactics;AutoChangeAttDef;Value1;Value2;Zeros
11;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;26;71;26;32;37;88;37;16;43;52;0;1;1;3;2;5;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;23;51;26;71;26;32;37;88;37;16;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;26;71;26;32;34;90;34;14;43;52;1;1;0;1;3;3;0;1;0;7;6;2;0;5;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;26;71;26;32;37;88;37;16;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;26;71;26;32;37;88;37;16;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;26;71;26;32;37;88;37;16;43;52;1;1;0;1;5;3;0;1;0;6;9;2;0;5;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;26;71;26;32;37;88;37;16;43;52;0;1;1;3;2;5;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;23;51;26;71;26;32;37;88;37;16;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;26;71;26;32;34;90;34;14;43;52;1;1;0;1;3;3;0;1;0;7;6;2;0;5;0;12;0;0;0;0;0;0;0;0;5;3;10;9;12;17;13;24;22;25;2;4;6;7;8;11;15;16;18;23;19;21;1;14;20;26;27;28;29;30;31;32;33;34;35;36;37;38;39;9;9;9;9;9;9;13;255;255;255;0;0;0;0;0;0;0
12;0;1;1;1;4;5;5;6;7;12;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;28;10;28;94;43;65;43;38;0;1;1;1;4;8;8;6;7;12;12;3;52;10;52;10;73;10;31;18;52;32;38;32;66;28;10;28;94;43;65;43;38;0;1;1;1;4;5;5;2;3;11;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;15;14;15;90;38;64;43;38;0;0;1;1;2;3;1;1;0;9;4;2;0;1;0;139637976727552;0;0;0;0;0;0;0;0;1;1;1;4;5;5;2;3;12;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;15;11;15;93;43;65;43;38;0;1;1;1;4;5;5;6;7;12;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;22;12;22;92;43;65;43;38;0;1;1;1;4;5;5;2;3;12;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;15;13;15;92;43;65;43;38;1;1;1;1;2;3;0;1;0;8;5;2;0;1;0;139637976727552;0;0;0;0;0;0;0;0;1;1;1;4;5;5;6;7;12;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;28;10;28;94;43;65;43;38;0;1;1;1;4;8;8;6;7;12;12;3;52;10;52;10;73;10;31;18;52;32;38;32;66;28;10;28;94;43;65;43;38;0;1;1;1;4;5;5;2;3;11;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;15;14;15;90;38;64;43;38;0;0;1;1;2;3;1;1;0;9;4;2;0;1;0;139637976727552;0;0;0;0;0;0;0;0;5;4;3;13;17;16;8;20;23;24;1;6;7;9;10;11;14;15;18;19;21;25;2;12;22;26;27;28;29;30;31;32;33;34;35;36;37;38;39;0;8;8;8;8;24;13;255;255;255;0;0;0;0;0;0;0
13;0;1;1;3;2;4;5;5;8;8;12;3;52;10;63;10;41;12;89;12;15;18;52;24;78;24;26;32;70;32;34;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;24;78;24;26;36;87;36;17;43;52;0;1;1;3;2;4;4;4;8;8;12;3;52;10;63;10;41;12;89;12;15;18;52;21;78;21;26;32;70;32;34;43;52;0;1;1;0;7;2;1;1;0;5;7;2;0;1;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;8;8;12;3;52;10;63;10;41;12;89;12;15;18;52;24;78;24;26;32;70;32;34;43;52;0;1;1;3;2;4;5;5;8;8;12;3;52;10;63;10;41;12;89;12;15;18;52;24;78;24;26;32;70;32;34;43;52;0;1;1;3;2;4;5;5;8;8;12;3;52;10;63;10;41;12;89;12;15;18;52;24;78;24;26;32;70;32;34;43;52;0;0;0;0;7;2;1;1;0;3;7;3;0;1;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;8;8;12;3;52;10;63;10;41;12;89;12;15;18;52;24;78;24;26;32;70;32;34;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;24;78;24;26;36;87;36;17;43;52;0;1;1;3;2;4;4;4;8;8;12;3;52;10;63;10;41;12;89;12;15;18;52;21;78;21;26;32;70;32;34;43;52;0;1;1;0;7;2;1;1;0;5;7;2;0;1;0;12;0;0;0;0;0;0;0;0;7;3;10;9;11;15;18;17;16;22;1;4;5;6;8;12;13;14;19;21;23;24;2;20;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;7;9;9;9;9;9;18;255;255;255;0;0;0;0;0;0;0
14;0;1;1;3;2;5;5;8;10;9;12;3;52;10;64;10;39;12;93;12;12;20;65;20;39;29;53;37;88;37;17;43;53;0;1;1;3;2;5;5;8;10;9;12;3;52;10;64;10;39;12;93;12;12;20;65;20;39;29;53;37;88;37;17;43;53;0;1;1;3;2;4;4;8;8;8;12;3;52;10;64;10;39;12;93;12;12;20;65;20;39;29;53;34;80;34;24;43;53;1;1;1;1;1;3;0;1;1;6;6;2;0;5;0;13;0;0;0;0;0;0;0;0;1;1;3;2;4;4;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;28;52;42;85;42;19;43;52;0;1;1;3;2;4;4;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;28;52;42;85;42;19;43;52;0;1;1;3;2;4;4;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;28;52;33;91;33;13;43;52;1;1;1;1;2;3;0;1;1;5;6;2;0;5;0;13;0;0;0;0;0;0;0;0;1;1;3;2;5;5;8;10;9;12;3;52;10;64;10;39;12;93;12;12;20;65;20;39;29;53;37;88;37;17;43;53;0;1;1;3;2;5;5;8;10;9;12;3;52;10;64;10;39;12;93;12;12;20;65;20;39;29;53;37;88;37;17;43;53;0;1;1;3;2;4;4;8;8;8;12;3;52;10;64;10;39;12;93;12;12;20;65;20;39;29;53;34;80;34;24;43;53;1;1;1;1;1;3;0;1;1;6;6;2;0;5;0;13;0;0;0;0;0;0;0;0;3;7;12;9;19;14;16;21;22;24;2;4;5;8;10;11;15;17;18;20;23;25;1;6;13;26;27;28;29;30;31;32;33;34;35;36;37;38;39;12;21;9;9;9;22;9;255;255;255;0;0;0;0;0;0;0
15;0;1;1;3;2;4;4;5;5;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;29;84;29;18;43;66;43;38;0;1;1;3;2;4;4;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;34;92;34;13;43;66;43;38;0;1;1;3;2;4;4;5;5;11;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;29;84;29;18;38;67;43;38;1;1;1;1;3;2;1;1;0;7;3;2;0;1;0;139637976727552;0;0;0;0;0;0;0;0;1;1;3;2;4;4;5;5;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;29;84;29;18;43;66;43;38;0;1;1;3;2;4;4;5;5;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;29;84;29;18;43;66;43;38;0;1;1;3;2;4;4;5;5;8;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;29;84;29;18;33;50;43;50;1;1;1;1;4;2;1;1;0;5;4;2;0;1;0;139637976727552;0;0;0;0;0;0;0;0;1;1;3;2;4;4;5;5;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;29;84;29;18;43;66;43;38;0;1;1;3;2;4;4;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;34;92;34;13;43;66;43;38;0;1;1;3;2;4;4;5;5;11;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;29;84;29;18;38;67;43;38;1;1;1;1;3;2;1;1;0;7;3;2;0;1;0;139637976727552;0;0;0;0;0;0;0;2;6;3;9;7;13;11;15;12;24;23;0;4;5;8;10;14;18;19;17;20;21;25;1;16;22;26;27;28;29;30;31;32;33;34;35;36;37;38;39;12;15;3;15;15;11;12;255;255;255;0;0;0;0;0;0;0
16;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;26;71;26;32;37;88;37;16;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;30;73;30;32;37;88;37;16;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;26;71;26;32;34;90;34;14;43;52;1;0;0;1;6;2;0;1;0;7;2;2;0;9;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;26;71;26;32;37;88;37;16;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;26;71;26;32;37;88;37;16;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;26;71;26;32;33;92;33;12;43;52;1;0;0;1;6;2;0;1;0;5;4;3;0;9;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;26;71;26;32;37;88;37;16;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;30;73;30;32;37;88;37;16;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;26;71;26;32;34;90;34;14;43;52;1;0;0;1;6;2;0;1;0;7;2;2;0;9;0;0;0;0;0;0;0;0;0;1;5;3;8;9;12;15;16;22;20;23;0;4;7;10;11;13;18;21;17;19;24;25;2;6;14;26;27;28;29;30;31;32;33;34;35;36;37;38;39;23;15;16;15;15;23;20;255;255;255;0;0;0;0;0;0;0
17;0;1;1;1;4;5;5;7;6;12;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;32;89;32;15;43;65;43;38;0;1;1;1;4;5;8;7;6;12;12;3;52;10;52;10;73;10;31;18;52;27;38;30;63;32;89;32;15;43;65;43;38;0;1;1;1;4;5;5;7;6;11;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;18;90;18;14;38;65;43;38;0;1;1;1;4;2;0;0;0;8;1;2;0;1;0;12;0;0;0;0;0;0;0;0;1;1;1;4;5;5;7;6;12;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;32;89;32;15;43;65;43;38;0;1;1;1;4;5;5;7;6;12;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;32;89;32;15;43;65;43;38;0;1;1;1;4;5;5;3;2;12;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;15;93;15;10;43;65;43;38;0;1;1;1;6;2;0;0;0;4;3;2;0;1;0;12;0;0;0;0;0;0;0;0;1;1;1;4;5;5;7;6;12;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;32;89;32;15;43;65;43;38;0;1;1;1;4;5;8;7;6;12;12;3;52;10;52;10;73;10;31;18;52;27;38;30;63;32;89;32;15;43;65;43;38;0;1;1;1;4;5;5;7;6;11;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;18;90;18;14;38;65;43;38;0;1;1;1;4;2;0;0;0;8;1;2;0;1;0;12;0;0;0;0;0;0;0;2;6;3;4;12;11;13;17;22;24;23;0;5;7;8;9;10;14;15;16;18;21;25;1;19;20;26;27;28;29;30;31;32;33;34;35;36;37;38;39;4;23;13;17;17;23;17;255;255;255;0;0;0;0;0;0;0
18;0;1;1;1;4;4;8;8;10;9;12;3;52;10;52;10;73;10;31;20;63;20;40;31;79;31;26;42;85;42;19;43;52;0;1;1;1;4;4;8;8;10;9;12;3;52;10;52;10;73;10;31;20;63;20;40;31;79;31;26;42;85;42;19;43;52;0;1;1;1;4;4;5;5;7;6;12;3;52;10;52;10;73;10;31;20;63;20;40;28;72;28;31;34;90;34;14;43;52;0;1;0;1;2;2;1;0;1;5;8;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;4;5;5;10;9;12;3;52;10;52;10;73;10;31;20;63;20;40;27;78;27;26;42;85;42;19;43;52;0;1;1;1;4;4;8;8;10;9;12;3;52;10;52;10;73;10;31;20;63;20;40;31;79;31;26;42;85;42;19;43;52;0;1;1;1;4;4;5;5;7;6;12;3;52;10;52;10;73;10;31;20;63;20;40;25;78;25;26;34;88;34;15;43;52;1;1;0;1;4;2;1;1;1;5;8;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;4;8;8;10;9;12;3;52;10;52;10;73;10;31;20;63;20;40;31;79;31;26;42;85;42;19;43;52;0;1;1;1;4;4;8;8;10;9;12;3;52;10;52;10;73;10;31;20;63;20;40;31;79;31;26;42;85;42;19;43;52;0;1;1;1;4;4;5;5;7;6;12;3;52;10;52;10;73;10;31;20;63;20;40;28;72;28;31;34;90;34;14;43;52;0;1;0;1;2;2;1;0;1;5;8;3;0;0;0;0;0;0;0;0;0;0;0;0;6;5;3;14;16;18;19;22;21;23;1;4;7;8;11;12;13;15;17;20;24;25;2;9;10;26;27;28;29;30;31;32;33;34;35;36;37;38;39;0;18;22;18;18;23;22;255;255;255;0;0;0;0;0;0;0
19;0;1;1;1;4;5;5;7;6;12;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;27;93;27;11;43;65;43;38;0;1;1;1;4;8;8;7;6;12;12;3;52;10;52;10;73;10;31;18;52;30;38;30;67;27;93;27;11;43;65;43;38;0;1;1;1;4;5;5;7;6;11;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;18;90;18;14;39;65;43;38;0;1;0;0;4;2;1;1;0;5;8;2;0;7;0;0;0;0;0;0;0;0;0;0;1;1;1;4;5;5;7;6;12;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;27;93;27;11;43;65;43;38;0;1;1;1;4;5;5;7;6;12;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;27;93;27;11;43;65;43;38;0;1;1;1;4;5;5;3;2;12;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;15;90;15;14;43;65;43;38;0;1;0;0;5;2;1;1;0;4;9;2;0;7;0;0;0;0;0;0;0;0;0;0;1;1;1;4;5;5;7;6;12;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;27;93;27;11;43;65;43;38;0;1;1;1;4;8;8;7;6;12;12;3;52;10;52;10;73;10;31;18;52;30;38;30;67;27;93;27;11;43;65;43;38;0;1;1;1;4;5;5;7;6;11;12;3;52;10;52;10;73;10;31;18;52;27;38;27;66;18;90;18;14;39;65;43;38;0;1;0;0;4;2;1;1;0;5;8;2;0;7;0;0;0;0;0;0;0;0;0;0;5;4;3;12;13;16;10;17;23;22;2;6;7;8;9;11;15;18;14;20;24;25;1;21;19;26;27;28;29;30;31;32;33;34;35;36;37;38;39;22;22;13;16;16;22;10;255;255;255;0;0;0;0;0;0;0
20;0;1;1;3;2;4;5;5;7;6;12;3;52;11;64;11;40;13;88;13;16;17;51;25;72;25;32;31;94;31;11;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;11;64;11;40;13;88;13;16;17;51;25;72;25;32;36;89;36;15;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;11;64;11;40;13;88;13;16;17;51;25;72;25;32;31;94;31;11;43;52;0;1;1;0;4;1;1;1;0;6;9;2;0;1;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;7;6;12;3;52;11;64;11;40;13;88;13;16;19;52;25;72;25;32;28;97;28;10;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;11;64;11;40;13;88;13;16;19;52;25;72;25;32;28;97;28;10;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;11;64;11;40;13;88;13;16;19;52;25;72;25;32;28;97;28;10;43;52;0;1;1;0;5;1;1;1;0;4;8;3;0;1;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;7;6;12;3;52;11;64;11;40;13;88;13;16;17;51;25;72;25;32;31;94;31;11;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;11;64;11;40;13;88;13;16;17;51;25;72;25;32;36;89;36;15;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;11;64;11;40;13;88;13;16;17;51;25;72;25;32;31;94;31;11;43;52;0;1;1;0;4;1;1;1;0;6;9;2;0;1;0;12;0;0;0;0;0;0;0;2;6;4;11;3;12;18;17;19;21;23;1;5;7;8;9;13;14;15;20;22;24;25;0;10;16;26;27;28;29;30;31;32;33;34;35;36;37;38;39;2;19;6;12;12;17;6;255;255;255;0;0;0;0;0;0;0
21;0;1;1;3;2;4;5;5;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;22;74;22;29;32;52;43;66;43;38;0;1;1;3;2;4;8;8;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;28;78;28;26;32;52;43;66;43;38;0;1;1;3;2;4;5;5;5;12;12;3;52;10;63;10;41;12;89;12;15;18;52;22;74;22;29;28;52;43;66;43;38;0;1;0;1;5;2;0;1;0;5;7;2;0;4;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;4;7;6;5;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;27;90;27;15;27;51;43;52;0;1;1;3;2;4;4;7;6;5;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;34;89;34;16;27;51;43;52;0;1;1;3;2;4;4;5;5;5;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;27;78;27;27;27;51;43;52;0;1;0;1;4;3;0;1;0;7;8;2;0;4;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;22;74;22;29;32;52;43;66;43;38;0;1;1;3;2;4;8;8;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;28;78;28;26;32;52;43;66;43;38;0;1;1;3;2;4;5;5;5;12;12;3;52;10;63;10;41;12;89;12;15;18;52;22;74;22;29;28;52;43;66;43;38;0;1;0;1;5;2;0;1;0;5;7;2;0;4;0;0;0;0;0;0;0;0;0;0;5;3;7;8;12;15;11;21;24;23;2;4;6;10;13;14;16;17;18;20;19;25;1;9;22;26;27;28;29;30;31;32;33;34;35;36;37;38;39;8;8;8;8;8;23;23;255;255;255;0;0;0;0;0;0;0
